,id,FN,SN,LN,Captured,Sex,Length,Diam,Height,Whole,Shucke,Viscera,Shell,Rings
2446,1079,Boy,Glam,Head,20200816T000000,I,0.425,0.325,0.115,0.3685,0.162,0.0865,0.1045,7.0
2447,3093,DJ,Block,Killer,20200812T000000,F,0.52,0.43,0.15,0.728,0.302,0.1575,0.235,11.0
2448,5604,Big,Rock,Kitty,20200923T000000,I,0.4719849648294402,0.33499961269848827,0.1944895253699666,0.19966604177248587,,0.03974114938499467,0.13049411451405596,
2449,1477,Dungeon,Flow,Master,20201219T000000,M,0.57,0.445,0.15,0.9875,0.504,0.207,0.249,8.0
2450,5683,DJ,Full,Death,20200816T000000,F,,0.5319320486442879,0.3210247279017162,1.416322874280945,0.7773327635338201,,0.43147001533682416,
2451,4193,Kid,College,Death,20200712T000000,M,0.6202481754307991,0.5106206817089609,0.300257072627676,1.1409251288902684,0.676587463998644,,0.23846843218062017,
2452,1463,Dungeon,Breeze,Kitty,20201105T000000,M,0.505,0.385,0.105,0.5525,0.239,0.1245,0.1555,9.0
2453,5101,Boy,Rock,Machine,20200311T000000,M,0.6916282156057271,0.4650710579244661,,1.0437190894993926,,0.35671979666940345,,10.0
2454,4567,DJ,Full,Killer,20201117T000000,F,0.46954526910562655,0.3762385036251974,0.2996243394708161,0.49294873135599004,,0.1486187416251402,,9.0
2455,4901,Boy,Full,Man,20200602T000000,I,0.4151952785223408,,0.21527350620412378,0.21850497210765,,,,
2456,2763,MC,Block,Killer,20200324T000000,I,0.55,0.425,0.135,0.6559999999999999,0.257,0.17,0.203,10.0
2457,2935,Kid,College,Master,20200512T000000,M,0.62,0.475,0.195,1.3585,0.5935,0.3365,0.3745,10.0
2458,4969,Fresh,Glock,Death,20200901T000000,M,0.6815900268215506,0.5731777122790426,,0.8407558452320343,,,0.2768237651580255,8.0
2459,436,Big,Breeze,Killer,20200904T000000,I,0.36,0.275,0.095,0.217,0.084,0.0435,0.09,7.0
2460,729,Boy,College,Kitty,20200601T000000,F,0.52,0.4,0.12,0.6515,0.261,0.2015,0.165,15.0
2461,5011,MC,Glock,Machine,20200723T000000,I,0.6355411541371514,0.5042174633602242,,0.7798771061358101,,0.21690623178590868,0.22307380607317864,12.0
2462,5573,Jalapeno,Block,Kitty,20200303T000000,I,0.43407698521638577,,0.12658691496321822,0.5482389147486294,,0.13406733682118574,,7.0
2463,2243,Kid,Breeze,Master,20201118T000000,M,0.465,0.36,0.13,0.5265,0.2105,0.1185,0.165,10.0
2464,4327,Boss,Glock,Head,20200924T000000,M,0.5482800938473038,0.42508890698563556,0.18651169607617724,0.7933983063736862,,0.2902669147001645,0.16534845947844556,
2465,4845,Jalapeno,College,Kitty,20200624T000000,F,0.7998135760163718,0.5393870732186802,,1.1477197366377883,,0.4015805622345553,,11.0
2466,4427,Dungeon,Breeze,Man,20201005T000000,I,0.6002430470283457,0.3928945528716207,0.23227017290275082,0.5130620343685044,,0.10577625176704071,,
2467,4770,Jalapeno,Glam,Death,20200720T000000,M,0.7204781186100038,0.6767766261903142,0.39584934244574566,1.7693715507413184,0.795994915837502,,0.5085215217162167,10.0
2468,1476,Dungeon,Glam,Death,20201117T000000,F,0.56,0.435,0.15,0.8715,0.4755,0.1835,0.1835,9.0
2469,808,Lil',Block,Killer,20200718T000000,F,0.44,0.34,0.13,0.4195,0.153,0.1155,0.13,10.0
2470,709,Lil',Full,Master,20200815T000000,I,0.295,0.225,0.09,0.1105,0.0405,0.0245,0.032,7.0
2471,4552,Lil',College,Kitty,20200306T000000,I,,0.43398187571824376,0.14800115202957298,0.47529915068750445,,,0.27896665397270015,
2472,2220,Jalapeno,Flow,Master,20200515T000000,F,0.535,0.46,0.145,0.7875,0.3395,0.2005,0.2,8.0
2473,1070,Kid,Glam,Head,20201206T000000,I,0.375,0.275,0.1,0.2325,0.1165,0.042,0.065,6.0
2474,5307,Jalapeno,Glam,Head,20200218T000000,I,0.6211323820378629,0.48356800620639273,0.2746924104763772,0.4271667086794374,,,0.2671219779338022,
2475,2630,Boss,Full,Killer,20200121T000000,I,0.355,0.285,0.095,0.2275,0.0955,0.0475,0.0715,6.0
2476,5348,Lil',College,Death,20200905T000000,F,0.7510782636355756,,,1.5813755765541482,,,0.6233586246344144,
2477,2466,MC,College,Killer,20200924T000000,M,0.425,0.325,0.12,0.3755,0.142,0.1065,0.105,9.0
2478,1145,Big,Flow,Kitty,20201223T000000,M,0.58,0.455,0.195,1.859,0.945,0.426,0.441,9.0
2479,4476,Big,College,Head,20201010T000000,F,0.6625799610914291,,,0.8802161906340892,,0.3488407649635139,,
2480,1527,Big,College,Master,20200720T000000,M,0.72,0.565,0.2,2.1055,1.0170000000000001,0.363,0.494,12.0
2481,3357,Big,Block,Killer,20201002T000000,I,0.375,0.285,0.1,0.239,0.105,0.0555,0.07,8.0
2482,2691,Kid,Glock,Kitty,20200703T000000,F,0.645,0.52,0.18,1.285,0.5775,0.35200000000000004,0.317,9.0
2483,2459,Dungeon,Glock,Man,20200804T000000,F,0.585,0.47,0.17,1.099,0.3975,0.2325,0.358,20.0
2484,5540,MC,Rock,Killer,20200411T000000,I,0.5140653892817121,0.42288984540608165,,0.3129665219570276,,0.09091443674238542,0.10881555236018506,5.0
2485,2650,Boss,Breeze,Master,20201211T000000,I,0.51,0.395,0.155,0.5395,0.2465,0.1085,0.16699999999999998,8.0
2486,5383,Baby,Glam,Master,20201220T000000,M,0.6426742974988702,0.4627375917769766,0.19879589952576543,0.5828227598321903,0.337803167415476,0.25715059812066343,,
2487,5190,Lil',Flow,Machine,20200415T000000,F,0.5994824180983561,,0.34133700136475087,0.8965476219919072,,0.1992334290282343,0.36029532655116747,
2488,4667,Boy,Block,Machine,20201022T000000,F,0.7143714590127208,,,1.4781236716103554,0.5959283332882607,0.36590076981521213,0.478197462692188,10.0
2489,2098,Monster,Flow,Killer,20200924T000000,M,0.47,0.35,0.1,0.4775,0.1885,0.0885,0.175,8.0
2490,689,Boss,Flow,Head,20200607T000000,M,0.59,0.44,0.15,0.9555,0.366,0.2425,0.295,11.0
2491,4930,Fresh,Breeze,Death,20201211T000000,F,0.7107561341386267,0.5708750592685621,,1.1865416864473852,,0.2944373820148049,0.3936288941599043,11.0
2492,4836,Boy,Block,Master,20200109T000000,F,0.7716108371465733,0.6017824215988681,0.3229655120453161,1.1588405549570944,,0.28882457156333124,0.5352210392672682,11.0
2493,3732,Lil',College,Master,20200911T000000,F,0.575,0.42,0.19,1.764,0.914,0.377,0.4095,10.0
2494,5187,Big,Rock,Kitty,20201218T000000,F,0.7132170342922176,0.6820852356171556,0.273247761264676,1.6849810575493944,,0.53151504726118,,10.0
2495,3302,Boy,Glock,Machine,20201008T000000,F,0.71,0.575,0.175,1.555,0.6465,0.3705,0.52,15.0
2496,5529,Jalapeno,Glam,Machine,20201221T000000,M,0.6387451046081898,,,0.6042738761425963,,0.23011659402000423,,
2497,5254,Monster,Breeze,Killer,20200705T000000,F,0.6794596239040386,,0.28092322991170016,1.4763707636308034,,0.55974734468621,,
2498,5646,Fresh,Rock,Kitty,20201111T000000,I,0.633376154568989,,,0.7454922644988439,,0.17324621155945902,,
2499,1937,MC,Breeze,Head,20200205T000000,M,0.625,0.515,0.17,1.331,0.5725,0.3005,0.361,9.0
2500,4069,Dungeon,Full,Death,20201015T000000,I,0.455,0.335,0.105,0.4055,0.175,0.092,0.1185,8.0
2501,5474,Big,Flow,Machine,20201216T000000,F,0.8082708669898554,,,1.174360014229248,,0.40834402425680905,,10.0
2502,4493,Boy,Glam,Death,20200902T000000,M,0.7600262833524953,,0.30497929837946147,1.86381207391616,,0.39580712650811845,,
2503,2040,DJ,Glock,Head,20200810T000000,I,0.32,0.255,0.085,0.1745,0.07200000000000001,0.033,0.057,8.0
2504,5435,Dungeon,Block,Master,20200123T000000,F,0.6513444595461859,0.6271758164038685,0.3239131892140951,0.9049478934756886,,0.3724744532820731,,9.0
2505,3405,Jalapeno,Breeze,Master,20200301T000000,I,0.34,0.25,0.075,0.1765,0.0785,0.0405,0.05,7.0
2506,5322,Lil',Flow,Man,20200204T000000,F,0.6022290033637112,0.6347980933834823,0.2882612174508714,1.2009300029802312,0.5536134854234964,0.37274987105035984,,
2507,5373,Lil',Rock,Machine,20200115T000000,M,0.648860372220112,0.6646857707019687,,1.1602071764003699,,,0.527957551191678,
2508,1535,Boy,Glock,Master,20200607T000000,I,0.305,0.225,0.09,0.1465,0.063,0.034,0.0415,6.0
2509,4092,DJ,Glock,Machine,20200818T000000,F,0.625,0.49,0.19,1.7015,0.7465,0.4105,0.3855,11.0
2510,1419,Kid,Flow,Master,20200814T000000,F,0.705,0.57,0.18,1.5345,0.96,0.4195,0.43,12.0
2511,3254,MC,Glam,Kitty,20200112T000000,F,0.435,0.35,0.105,0.4195,0.19399999999999998,0.1005,0.13,7.0
2512,5494,MC,Glam,Machine,20200901T000000,M,0.6490126959540904,,,1.0014761047557972,,,,
2513,1237,Jalapeno,Full,Kitty,20200321T000000,I,0.375,0.275,0.095,0.2465,0.11,0.0415,0.0775,6.0
2514,2201,Baby,Breeze,Killer,20200304T000000,F,0.645,0.49,0.215,1.406,0.4265,0.2285,0.51,25.0
2515,1201,DJ,Block,Master,20201023T000000,M,0.72,0.565,0.145,1.187,0.691,0.1945,0.2685,8.0
2516,2405,Kid,Full,Kitty,20200612T000000,I,0.655,0.515,0.145,1.25,0.5265,0.28300000000000003,0.315,15.0
2517,5452,MC,Glam,Machine,20200312T000000,I,0.58058198706033,0.5877748078596784,0.1474126089039368,0.8352110172689037,,0.31578248308487034,0.26243313787994615,
2518,1947,Big,Breeze,Man,20200922T000000,M,0.635,0.5,0.165,1.273,0.6535,0.213,0.365,12.0
2519,2369,Boss,College,Killer,20200716T000000,I,0.56,0.44,0.17,0.9445,0.3545,0.2175,0.3,12.0
2520,185,DJ,Flow,Master,20200511T000000,M,0.62,0.49,0.19,1.218,0.5455,0.2965,0.355,13.0
2521,2428,MC,Full,Man,20201213T000000,F,0.53,0.385,0.125,0.6695,0.289,0.151,0.18,10.0
2522,2835,Jalapeno,Full,Death,20201022T000000,M,0.57,0.42,0.14,0.8745,0.41600000000000004,0.165,0.25,8.0
2523,5513,Big,Breeze,Master,20200224T000000,I,0.6730231395958135,,0.3029177416903798,0.7922437545671207,,0.17329199671443987,0.18443046057009527,11.0
2524,3641,MC,Glam,Machine,20201021T000000,I,0.465,0.37,0.115,0.4075,0.1515,0.0935,0.1455,9.0
2525,4117,DJ,Glam,Head,20200618T000000,F,0.64,0.505,0.175,1.3185,0.6185,0.302,0.3315,9.0
2526,3845,Jalapeno,Glam,Man,20201210T000000,M,0.455,0.35,0.105,0.41600000000000004,0.1625,0.09699999999999999,0.145,11.0
2527,2788,Baby,Breeze,Killer,20200404T000000,F,0.615,0.46,0.15,1.0265,0.4935,0.201,0.2745,10.0
2528,4208,MC,Flow,Master,20201114T000000,M,0.5996996744958063,0.6590106588085163,,1.2028448154012628,,0.3919555024749469,0.38871901987652246,6.0
2529,343,DJ,Glock,Head,20200122T000000,F,0.505,0.375,0.18,0.568,0.2325,0.1495,0.17,12.0
2530,419,Dungeon,Flow,Machine,20201122T000000,M,0.545,0.41,0.14,0.625,0.223,0.16,0.235,13.0
2531,3276,Monster,Full,Head,20200307T000000,M,0.485,0.385,0.125,0.4775,0.2,0.0785,0.17,12.0
2532,2923,Jalapeno,Block,Killer,20200324T000000,F,0.605,0.495,0.17,1.0915,0.4365,0.2715,0.335,13.0
2533,4634,Fresh,College,Kitty,20200421T000000,I,0.6467696730155577,0.34000229462096393,0.30954753077989183,0.9122989576864307,,0.21775185184670093,,
2534,4345,Big,College,Head,20200317T000000,M,0.7177903889496929,0.6382156649494508,,0.9702149436467894,,0.28726855588129746,,10.0
2535,1074,Fresh,Flow,Machine,20200622T000000,I,0.41,0.3,0.1,0.282,0.1255,0.057,0.0875,7.0
2536,2563,Kid,Full,Killer,20200323T000000,I,0.44,0.355,0.12,0.495,0.231,0.11,0.125,7.0
2537,5605,Baby,Glam,Man,20200814T000000,M,0.6345658263326608,,0.1365438289032263,0.5617281479684263,,0.32257000078848574,0.26766943411492,6.0
2538,3180,Big,Block,Killer,20200204T000000,F,0.37,0.295,0.1,0.2685,0.1165,0.055999999999999994,0.0835,7.0
2539,2683,Big,College,Master,20201205T000000,M,0.625,0.495,0.185,1.3835,0.7105,0.3005,0.345,11.0
2540,3427,Lil',Glam,Machine,20201005T000000,M,0.74,0.605,0.2,2.4925,1.1455,0.575,0.5235,13.0
2541,1326,Big,Glam,Killer,20200420T000000,M,0.565,0.445,0.15,0.7959999999999999,0.3635,0.184,0.21899999999999997,8.0
2542,711,Dungeon,Block,Killer,20200316T000000,M,0.375,0.3,0.1,0.2465,0.10400000000000001,0.0475,0.083,11.0
2543,1061,Boss,Glam,Kitty,20200115T000000,I,0.275,0.195,0.065,0.106,0.054000000000000006,0.02,0.027999999999999997,6.0
2544,4962,MC,Glock,Machine,20200307T000000,I,0.5549637904378222,0.384490782418929,0.18846892360151124,0.5695108776870557,0.286461005427608,0.2173638458897556,0.25810545564956744,
2545,702,Fresh,Full,Master,20200707T000000,F,0.445,0.33,0.105,0.4525,0.18,0.10300000000000001,0.12300000000000001,9.0
2546,645,Kid,Glam,Master,20200205T000000,I,0.445,0.33,0.12,0.34700000000000003,0.12,0.084,0.105,11.0
2547,2187,Boss,Block,Death,20200821T000000,M,0.495,0.385,0.135,0.6335,0.2,0.1225,0.26,14.0
2548,2585,Monster,Rock,Death,20200719T000000,F,0.55,0.425,0.125,0.9640000000000001,0.5475,0.159,0.215,8.0
2549,2089,Baby,Rock,Kitty,20200105T000000,F,0.73,0.555,0.18,1.6895,0.6555,0.1965,0.4935,10.0
2550,3703,Monster,Block,Machine,20200514T000000,F,0.67,0.51,0.155,1.278,0.5605,0.3045,0.358,11.0
2551,1365,Boss,Block,Man,20200821T000000,M,0.61,0.475,0.17,1.0265,0.435,0.2335,0.3035,10.0
2552,3376,Monster,Rock,Death,20200417T000000,I,0.31,0.235,0.09,0.127,0.048,0.031,0.04,6.0
2553,629,Big,Glam,Killer,20200622T000000,M,0.34,0.265,0.085,0.1835,0.077,0.046,0.065,10.0
2554,1600,DJ,Rock,Death,20201020T000000,I,0.535,0.4,0.13,0.657,0.2835,0.162,0.175,7.0
2555,3665,DJ,Glock,Death,20200804T000000,I,0.575,0.45,0.145,0.872,0.4675,0.18,0.217,9.0
2556,1156,DJ,Glam,Master,20200512T000000,M,0.6,0.465,0.155,1.0165,0.512,0.2465,0.225,10.0
2557,4877,Baby,Rock,Kitty,20200204T000000,I,0.4231854417097094,0.2920279692713543,0.10296167680213289,0.19701920108331136,,0.14716193092569135,,3.0
2558,5076,Monster,Rock,Man,20200908T000000,F,0.667724059943552,0.5405764332838818,,0.9507315395483558,,0.3281514157904988,,10.0
2559,1029,Kid,Block,Man,20200514T000000,F,0.645,0.5,0.16,1.2465,0.5475,0.327,0.3,10.0
2560,3627,Dungeon,Block,Master,20201222T000000,M,0.715,0.525,0.2,1.89,0.95,0.436,0.4305,10.0
2561,4121,Fresh,Rock,Machine,20200712T000000,I,0.455,0.35,0.13,0.4725,0.215,0.0745,0.15,9.0
2562,4749,Kid,Breeze,Machine,20200205T000000,M,0.8006807680213669,,0.26313091132234634,1.1815910848887285,,0.43505464785853093,0.3457443789280796,
2563,5653,DJ,Flow,Master,20200905T000000,F,0.770557796624867,0.7072502092987389,0.35610542828373287,1.5934961230184541,,0.4546703863556147,0.631893119735106,12.0
2564,5350,Baby,Block,Machine,20200309T000000,I,0.44395842568450206,0.392586909582298,0.18010291895633057,0.3971699315071253,0.27597644515278186,0.18263711217747694,,
2565,2536,MC,Glam,Man,20200708T000000,F,0.655,0.545,0.165,1.6225,0.6555,0.299,0.513,12.0
2566,213,Jalapeno,Glam,Kitty,20200616T000000,M,0.5,0.405,0.14,0.6155,0.24100000000000002,0.1355,0.205,9.0
2567,484,Boy,Flow,Killer,20201121T000000,M,0.63,0.48,0.145,1.0115,0.4235,0.237,0.305,12.0
2568,4534,MC,Flow,Kitty,20201120T000000,I,,0.4274722364027329,0.2374221918328235,0.3018250418574754,,0.23564562719607593,0.2180083017289129,2.0
2569,1999,Boy,Breeze,Kitty,20200621T000000,I,0.35,0.25,0.07,0.1605,0.0715,0.0335,0.046,6.0
2570,5045,Lil',Full,Kitty,20201223T000000,F,0.8285644435318137,0.48135758386986216,,1.5060569543780564,0.7099606209553027,0.41258400733034784,0.4552307617769776,
2571,208,Boy,Block,Master,20200519T000000,F,0.525,0.415,0.17,0.8325,0.2755,0.1685,0.31,13.0
2572,4095,Lil',Full,Master,20200617T000000,F,0.635,0.485,0.155,1.073,0.467,0.1975,0.35,11.0
2573,211,Lil',Breeze,Master,20201020T000000,M,0.335,0.25,0.09,0.18100000000000002,0.0755,0.0415,0.06,7.0
2574,148,Fresh,College,Master,20200507T000000,I,0.175,0.13,0.055,0.0315,0.0105,0.0065,0.0125,5.0
2575,1287,Boss,Breeze,Head,20201109T000000,I,0.505,0.405,0.13,0.6015,0.3015,0.11,0.18,8.0
2576,1842,Big,Glock,Head,20200210T000000,I,0.435,0.33,0.11,0.38,0.1515,0.0945,0.11,7.0
2577,1619,Big,Block,Master,20200804T000000,I,0.56,0.445,0.15,0.8225,0.3685,0.187,0.23600000000000002,10.0
2578,5216,Lil',Rock,Killer,20201111T000000,M,0.47255998480816286,,,0.5384986065942352,,,0.15330577220194128,10.0
2579,910,Lil',Flow,Master,20200406T000000,I,0.34,0.25,0.075,0.1785,0.0665,0.0455,0.045,5.0
2580,1544,Lil',Breeze,Man,20200502T000000,I,0.37,0.27,0.095,0.2175,0.09699999999999999,0.046,0.065,6.0
2581,1636,Jalapeno,Glam,Death,20200315T000000,M,0.575,0.47,0.185,0.985,0.3745,0.2175,0.355,10.0
2582,1393,Boss,College,Killer,20200322T000000,M,0.635,0.51,0.155,0.986,0.405,0.2255,0.31,10.0
2583,1806,Big,Breeze,Master,20200420T000000,M,0.625,0.49,0.185,1.169,0.5275,0.2535,0.344,11.0
2584,4169,Baby,Flow,Killer,20200117T000000,M,0.52,0.385,0.165,0.7909999999999999,0.375,0.18,0.1815,10.0
2585,1496,Fresh,Glock,Man,20200207T000000,M,0.62,0.48,0.165,1.0725,0.4815,0.235,0.312,9.0
2586,398,DJ,College,Man,20200611T000000,M,0.535,0.44,0.15,0.6765,0.256,0.139,0.26,12.0
2587,4540,DJ,Block,Kitty,20200109T000000,M,0.5896549830028405,,0.2221639648761221,0.8399592398055165,,0.2929654231857785,0.31051174730186354,7.0
2588,573,MC,College,Man,20200605T000000,F,0.57,0.44,0.14,0.9535,0.3785,0.201,0.305,17.0
2589,4101,Big,Glam,Man,20200307T000000,F,0.675,0.51,0.15,1.1965,0.475,0.304,0.386,11.0
2590,3760,Jalapeno,Breeze,Man,20200604T000000,M,0.53,0.425,0.13,0.7020000000000001,0.2975,0.1395,0.22,9.0
2591,2372,Monster,Full,Head,20200213T000000,F,0.405,0.325,0.11,0.3575,0.145,0.0725,0.11,12.0
2592,5694,Big,College,Killer,20200906T000000,M,0.612367464867987,,,1.243455143843862,,0.3137614647428034,,
2593,2920,MC,Flow,Head,20201103T000000,M,0.6,0.45,0.195,1.34,0.617,0.3255,0.3605,10.0
2594,619,Jalapeno,Glock,Death,20200319T000000,M,0.235,0.17,0.055,0.0515,0.018000000000000002,0.0105,0.0195,7.0
2595,4183,Monster,Block,Man,20201117T000000,F,0.5825027065429211,,0.19452389984313112,0.7125944923433297,0.2568627878970657,0.26293518698779816,,6.0
2596,1542,Boy,Full,Death,20201210T000000,I,0.36,0.265,0.075,0.1845,0.083,0.0365,0.055,7.0
2597,4469,Jalapeno,Rock,Master,20200103T000000,F,,0.661720261933499,0.15363336877957015,1.0871583426068363,,0.398552472024182,,
2598,5081,Baby,Rock,Man,20200124T000000,F,0.8526861521626526,0.6042777229003629,,1.422220228746737,,0.393485900931273,,7.0
2599,1741,Monster,Flow,Death,20200812T000000,M,0.68,0.52,0.195,1.4535,0.5920000000000001,0.391,0.4125,10.0
2600,3516,Jalapeno,Rock,Machine,20201207T000000,F,0.7,0.575,0.2,1.7365,0.7755,0.3965,0.461,11.0
2601,2261,Monster,Glam,Machine,20201007T000000,M,0.585,0.43,0.16,0.955,0.3625,0.17600000000000002,0.27,11.0
2602,2987,Kid,Glam,Kitty,20200901T000000,M,0.555,0.405,0.19,1.406,0.6115,0.342,0.389,10.0
2603,4653,Jalapeno,Block,Death,20200511T000000,M,0.7193305802623006,,0.2629084872432273,1.21126231686712,,,,14.0
2604,3228,DJ,Glock,Kitty,20200223T000000,I,0.42,0.325,0.125,0.3915,0.1575,0.1025,0.115,9.0
2605,458,Boy,College,Death,20200815T000000,I,0.415,0.31,0.11,0.2965,0.12300000000000001,0.057,0.0995,10.0
2606,2518,Big,Rock,Machine,20201224T000000,M,0.5,0.4,0.13,0.7715,0.37,0.16,0.21100000000000002,8.0
2607,3990,Boss,Rock,Killer,20201214T000000,M,0.67,0.51,0.2,1.5945,0.6705,0.3845,0.4505,10.0
2608,4009,Lil',Breeze,Man,20200220T000000,M,0.61,0.49,0.16,1.146,0.597,0.24600000000000002,0.265,8.0
2609,2742,Big,Flow,Death,20200619T000000,I,0.46,0.345,0.105,0.415,0.187,0.087,0.11,8.0
2610,5093,Boss,College,Man,20200414T000000,F,0.7033926709648662,,,1.2845707158657504,,,0.3496938829713962,
2611,2147,Lil',Glam,Master,20200812T000000,M,0.46,0.375,0.135,0.4935,0.18600000000000003,0.0845,0.17,12.0
2612,2958,Monster,Glock,Killer,20201022T000000,F,0.655,0.515,0.2,1.494,0.7255,0.309,0.405,12.0
2613,3283,Fresh,Glock,Master,20200707T000000,F,0.59,0.475,0.155,0.9715,0.371,0.235,0.28,11.0
2614,4938,Jalapeno,Full,Killer,20200906T000000,I,0.501894956807504,,0.18336175983771497,0.3093841861626357,0.31818933037442443,0.07440801634482015,,6.0
2615,1347,Baby,Flow,Master,20200904T000000,I,0.59,0.445,0.135,0.7715,0.32799999999999996,0.1745,0.23,9.0
2616,3348,Dungeon,Glam,Man,20201009T000000,I,0.49,0.385,0.115,0.6829999999999999,0.3265,0.1615,0.165,13.0
2617,3525,Jalapeno,Glam,Killer,20200301T000000,I,0.33,0.23,0.085,0.1695,0.079,0.026000000000000002,0.0505,6.0
2618,4235,Boss,Flow,Head,20201218T000000,M,0.6601771149122984,0.5807824622189064,,1.205922343088046,,0.2868420798368286,,
2619,5310,Jalapeno,Rock,Kitty,20200116T000000,F,0.6296650400670833,,,0.9175310280836897,,0.21806804262708984,,
2620,1673,Baby,Block,Master,20200710T000000,I,0.61,0.465,0.125,0.9225,0.436,0.19,0.26,9.0
2621,1782,Fresh,Flow,Man,20200511T000000,M,0.525,0.365,0.17,0.9605,0.43799999999999994,0.2225,0.276,10.0
2622,485,Boy,Flow,Kitty,20200812T000000,F,0.585,0.465,0.14,0.9079999999999999,0.381,0.1615,0.315,13.0
2623,409,Baby,Full,Death,20200112T000000,M,0.57,0.44,0.095,0.8270000000000001,0.3395,0.2215,0.235,8.0
2624,5268,Lil',Rock,Killer,20201106T000000,F,0.7697517417565516,0.5553221775437948,,1.6141666526071528,,0.4924399619431948,0.39143395060965697,7.0
2625,1407,Baby,Full,Head,20200909T000000,M,0.655,0.49,0.175,1.3585,0.6395,0.294,0.365,10.0
2626,4038,DJ,Full,Man,20201110T000000,I,0.55,0.445,0.125,0.672,0.28800000000000003,0.1365,0.21,11.0
2627,655,Jalapeno,Full,Machine,20200411T000000,M,0.295,0.215,0.075,0.129,0.05,0.0295,0.04,7.0
2628,569,DJ,Full,Machine,20200222T000000,F,0.41,0.32,0.115,0.387,0.165,0.1005,0.0985,11.0
2629,1452,Lil',Glock,Head,20200912T000000,I,0.47,0.345,0.14,0.4615,0.22899999999999998,0.1105,0.11599999999999999,9.0
2630,1663,Fresh,Rock,Kitty,20200807T000000,M,0.605,0.475,0.145,0.884,0.3835,0.1905,0.27,8.0
2631,2333,Dungeon,Glock,Man,20201208T000000,M,0.695,0.55,0.22,1.5515,0.5660000000000001,0.3835,0.445,13.0
2632,2425,Lil',Rock,Killer,20201206T000000,I,0.575,0.45,0.17,0.9315,0.358,0.2145,0.26,13.0
2633,4887,Big,Glock,Death,20201108T000000,F,0.8118481767074268,,,1.5955551738723068,,0.4545880852389448,,10.0
2634,4111,Monster,Block,Machine,20200212T000000,I,0.515,0.4,0.14,0.7165,0.3495,0.1595,0.1785,8.0
2635,2419,Fresh,College,Kitty,20200417T000000,F,0.465,0.36,0.12,0.4765,0.192,0.1125,0.16,10.0
2636,19,Boss,Glock,Death,20200823T000000,M,0.45,0.32,0.1,0.381,0.1705,0.075,0.115,9.0
2637,692,Jalapeno,Block,Death,20200519T000000,F,0.43,0.325,0.115,0.3865,0.1475,0.1065,0.11,11.0
2638,152,Dungeon,Full,Master,20200219T000000,F,0.635,0.515,0.19,1.3715,0.5065,0.305,0.45,10.0
2639,5600,Lil',Full,Head,20201107T000000,M,0.46186647959825655,,0.1720441246493879,0.21078223432108611,,0.11575537029093956,0.1853903577714077,
2640,783,Lil',Breeze,Head,20200405T000000,I,0.385,0.28,0.125,0.244,0.102,0.038,0.085,6.0
2641,403,Jalapeno,Rock,Man,20200518T000000,F,0.515,0.415,0.14,0.6935,0.3115,0.152,0.2,10.0
2642,4960,Boy,Breeze,Kitty,20200324T000000,M,,,,1.1786701377359718,0.40567281800840493,,0.5555328459081526,12.0
2643,3838,Monster,Glock,Master,20201101T000000,I,0.335,0.25,0.095,0.185,0.0795,0.0495,0.055,8.0
2644,5248,Boy,Block,Killer,20200117T000000,I,0.5072249550529774,0.35585800414399826,0.20139587875621234,0.6167885908595199,,0.24276437204309903,,10.0
2645,5124,Baby,Rock,Man,20200211T000000,M,0.7357214230183728,,,0.9015666896631286,,0.1871255778830643,,7.0
2646,319,Jalapeno,Full,Kitty,20201008T000000,I,0.33,0.255,0.095,0.172,0.066,0.0255,0.06,6.0
2647,3912,Dungeon,Glam,Machine,20200514T000000,I,0.52,0.405,0.14,0.6765,0.2865,0.146,0.205,15.0
2648,2962,Boss,Flow,Killer,20200720T000000,I,0.67,0.485,0.175,1.2565,0.5355,0.322,0.386,9.0
2649,1329,Boss,College,Killer,20201120T000000,I,0.57,0.45,0.135,0.794,0.3815,0.1415,0.245,8.0
2650,3164,Fresh,Glock,Kitty,20200504T000000,F,0.64,0.475,0.19,1.151,0.4365,0.281,0.3805,13.0
2651,2426,Boy,Rock,Head,20201019T000000,I,0.565,0.435,0.155,0.782,0.2715,0.168,0.285,14.0
2652,543,Boss,Block,Kitty,20200915T000000,M,0.445,0.35,0.115,0.3615,0.1565,0.0695,0.11699999999999999,8.0
2653,5263,Monster,Block,Death,20200720T000000,M,0.8167837438617539,0.6883146637931763,0.3743177543723835,1.636496177485689,,0.4201029140488734,0.4615373496746576,13.0
2654,1232,MC,College,Kitty,20201201T000000,I,0.37,0.29,0.09,0.2445,0.08900000000000001,0.0655,0.075,7.0
2655,1219,Boss,Full,Man,20201110T000000,I,0.325,0.225,0.075,0.139,0.0565,0.032,0.09,6.0
2656,3250,Jalapeno,Full,Head,20200911T000000,F,0.435,0.35,0.125,0.45899999999999996,0.19699999999999998,0.1145,0.145,9.0
2657,4109,Baby,Block,Master,20200608T000000,M,0.48,0.365,0.13,0.5305,0.2405,0.127,0.139,8.0
2658,3785,Jalapeno,Glam,Master,20200704T000000,M,0.625,0.495,0.155,1.177,0.5055,0.278,0.345,9.0
2659,4939,Monster,College,Head,20200101T000000,I,0.5348992327839787,0.4239566258987094,,0.3875312662774034,,0.13429073202682457,,
